original_text,translated_text,pivot_language,iterations,engine
"The Francis Howell School District, located in St. Charles County, Missouri, and serving around 17,000 students, mostly white, has reversed its stance on an anti-racism resolution passed in August 2020, pledging to address racial discrimination following the killing of George Floyd and pressures from about 2,000 protesters. This move comes after the recent elections, which led to a conservative majority on the school board.  The newly-elected board members, backed by the Francis Howell Families political action committee (PAC), argued that phrases like ""systemic racism"" in the original resolution lacked clear definitions and served no purpose. With only two original board members remaining, five new conservative members were elected in April 2022 and 2023. The PAC described the anti-racism resolution as ""woke activism,"" and instead, drafted an alternative resolution opposing all acts of racial discrimination while opposing critical race theory.  Randy Cook, the school board vice president who was elected in 2022 and sponsored the resolution revocation, stated that the school board should focus on educating students rather than engaging in national politics. Cook emphasized that many school districts are grappling with controversial debates surrounding critical race theory and are potentially wasting resources, exacerbating divisions, and shaming white children by implementing initiatives perceived as critical race theory in disguise.  In line with this stance, the Ohio State Board of Education rescinded an anti-racism and equity resolution in 2021 and replaced it with a statement promoting academic excellence regardless of race, ethnicity, or creed.  However, racial issues continue to be a sensitive matter in the St. Louis region, given the police officer's fatal shooting of Michael Brown in Ferguson, Missouri, in 2014. Months of protests ensued, making the issue a catalyst for the Black Lives Matter movement.","The 17,000-student, mostly white Francis Howell School District in St. Charles County, Missouri, reversed its stance on an anti-racism resolution passed in August 2020 in the wake of George Floyd's death and pressure from nearly 2,000 protesters. The move comes after conservatives gained a majority on the school board in recent elections.  The newly elected board members, backed by the Francis Howell Family Political Action Committee (PAC), argued that phrases like ""systemic racism"" in the original resolution lacked clear definition and were not fit for purpose. Only two of the original board members remained, and five new conservative-leaning members were elected in April 2022 and 2023. The PAC characterized the anti-racism resolution as ""wakeful activism"" and instead drafted an alternative resolution that opposed critical race theory and opposed all acts of racism.  School board Vice Chair Randy Cook, who was elected in 2022 and sponsored the resolution's withdrawal, said the board should focus on educating students rather than getting involved in national politics. Cook emphasized that many school districts are grappling with the controversial debate surrounding critical race theory, potentially wasting resources, exacerbating divisions, and shaming white children by implementing initiatives under the guise of critical race theory.  In line with this stance, the Ohio State Board of Education rescinded its anti-racism and equity resolution in 2021, replacing it with a statement that promotes academic excellence regardless of race, ethnicity, or creed. However, race remains a sensitive issue in the St. Louis area, especially after the 2014 police killing of Michael Brown in Ferguson, Missouri. Months of protests followed, and the issue became a catalyst for the ""Black Lives Matter"" movement.",KO,3,DeepL
"The Francis Howell School District, located in St. Charles County, Missouri, and serving around 17,000 students, mostly white, has reversed its stance on an anti-racism resolution passed in August 2020, pledging to address racial discrimination following the killing of George Floyd and pressures from about 2,000 protesters. This move comes after the recent elections, which led to a conservative majority on the school board.  The newly-elected board members, backed by the Francis Howell Families political action committee (PAC), argued that phrases like ""systemic racism"" in the original resolution lacked clear definitions and served no purpose. With only two original board members remaining, five new conservative members were elected in April 2022 and 2023. The PAC described the anti-racism resolution as ""woke activism,"" and instead, drafted an alternative resolution opposing all acts of racial discrimination while opposing critical race theory.  Randy Cook, the school board vice president who was elected in 2022 and sponsored the resolution revocation, stated that the school board should focus on educating students rather than engaging in national politics. Cook emphasized that many school districts are grappling with controversial debates surrounding critical race theory and are potentially wasting resources, exacerbating divisions, and shaming white children by implementing initiatives perceived as critical race theory in disguise.  In line with this stance, the Ohio State Board of Education rescinded an anti-racism and equity resolution in 2021 and replaced it with a statement promoting academic excellence regardless of race, ethnicity, or creed.  However, racial issues continue to be a sensitive matter in the St. Louis region, given the police officer's fatal shooting of Michael Brown in Ferguson, Missouri, in 2014. Months of protests ensued, making the issue a catalyst for the Black Lives Matter movement.","The 17,000-student, mostly white Francis Howell School District in St. Charles County, Missouri, has reversed its stance on an anti-racism resolution passed in August 2020 in the wake of George Floyd's death and pressure from nearly 2,000 protesters. The move comes after conservatives gained a majority on the school board in recent elections.  The newly elected board members, backed by the Francis Howell Family Political Action Committee (PAC), argued that phrases like ""systemic racism"" in the original resolution lacked a clear definition and were not fit for purpose. Only two of the original board members remained, and five new conservative-leaning members were elected in April 2022 and 2023. The PAC characterized the anti-racism resolution as ""wakeful activism"" and instead drafted an alternative resolution that opposed critical race theory and opposed all acts of racism.  School board Vice Chair Randy Cook, who was elected in 2022 and sponsored the resolution's withdrawal, said the board should focus on educating students rather than getting involved in national politics. Cook emphasized that many school districts are grappling with the controversial debate surrounding critical race theory, potentially wasting resources, exacerbating divisions, and shaming white children by implementing initiatives under the guise of critical race theory.  In line with this stance, the Ohio State Board of Education rescinded its anti-racism and equity resolution in 2021, replacing it with a statement that promotes academic excellence regardless of race, ethnicity, or creed. However, race remains a sensitive issue in the St. Louis area, especially after the 2014 police killing of Michael Brown in Ferguson, Missouri. Months of protests followed, and the issue became a catalyst for the ""Black Lives Matter"" movement.",KO,5,DeepL
"Lake Oswego High School in Oregon is facing a Title IX lawsuit filed by the girls' softball team, alleging discrimination against female athletes due to unequal facilities compared to their male counterparts in the baseball team. The lawsuit, filed on behalf of the ten softball players, accuses the Lake Oswego School District of denying the girls equal access to educational opportunities and facilities.  According to the complaint, the softball team's dugout is surrounded by dirt and drainage issues, while the baseball team enjoys pristine facilities. The girls' hitting facility has yet to be constructed despite a substantial donation, while the baseball team already has a proper hitting facility. Instead, the softball team practices in the rain behind a set of bleachers, while the baseball team practices on an on-campus artificial turf field.  Attorney Andrew Glascock of the Glascock Law Firm, who represents the softball team, stated during a press conference that each girl signed onto the lawsuit, seeking ""injunctive relief"" and asking the school district to immediately address the discriminatory conduct. Glascock clarified that the girls are not looking for monetary damages but rather for the school district to provide them with equal opportunities to participate in interscholastic athletics, including equal access to facilities.  The complaint further highlights concerns regarding the safety of the softball team's practicing area. During inclement weather, the girls must practice inside a gymnasium using an old net, which can cause injuries. In stark contrast, the baseball team's field comes equipped with a press box, sound system, clean bathrooms, and even a United States flag for the pre-game anthem.  Glascock stressed that Title IX prohibits sex-based discrimination in education programs and activities, including athletics. He added that the school district is obligated to provide girls with equal opportunities to participate in sports and to ensure that girls' athletic programs receive the same benefits and opportunities as boys' programs.","Lake Oswego High School in Oregon is facing a Title IX lawsuit alleging that its girls' softball team is discriminating against female players due to unequal facilities compared to male players on the baseball team. The lawsuit, filed on behalf of 10 softball players, accuses the Lake Oswego School District of denying female students equal access to educational opportunities and facilities.  According to the suit, the softball team's dugouts are surrounded by dirt and have drainage problems, while the baseball team has clean facilities. While the baseball team already has a proper batting facility, the girls' batting facility has yet to be built, despite a large donation. Instead, the softball team practices behind the bleachers on rainy days, while the baseball team practices on an artificial turf field on campus.  Attorney Andrew Glascock of the Glascock law firm, which represents the softball team, said in a press conference that each girl signed the lawsuit, asking for ""injunctive relief"" and for the school district to immediately address the discriminatory behavior. Glasscock explained that the girls are not seeking monetary damages, but rather that the district provide them with equal opportunities to participate in interscholastic athletics, including equal access to facilities. The complaint further highlights concerns about the safety of the softball team's practice location. During inclement weather, girls are forced to practice inside the gymnasium using old nets, which can lead to injuries. In contrast, the baseball team's practice field is equipped with a press box, sound system, clean restrooms, and even an American flag for the pregame anthem.  Glasscock emphasized that Title IX prohibits discrimination on the basis of sex in education programs and activities, including athletics. He added that school districts have an obligation to provide girls with equal opportunities to participate in sports and to ensure that girls' athletic programs provide the same benefits and opportunities as boys' programs.",KO,1,DeepL
"Lake Oswego High School in Oregon is facing a Title IX lawsuit filed by the girls' softball team, alleging discrimination against female athletes due to unequal facilities compared to their male counterparts in the baseball team. The lawsuit, filed on behalf of the ten softball players, accuses the Lake Oswego School District of denying the girls equal access to educational opportunities and facilities.  According to the complaint, the softball team's dugout is surrounded by dirt and drainage issues, while the baseball team enjoys pristine facilities. The girls' hitting facility has yet to be constructed despite a substantial donation, while the baseball team already has a proper hitting facility. Instead, the softball team practices in the rain behind a set of bleachers, while the baseball team practices on an on-campus artificial turf field.  Attorney Andrew Glascock of the Glascock Law Firm, who represents the softball team, stated during a press conference that each girl signed onto the lawsuit, seeking ""injunctive relief"" and asking the school district to immediately address the discriminatory conduct. Glascock clarified that the girls are not looking for monetary damages but rather for the school district to provide them with equal opportunities to participate in interscholastic athletics, including equal access to facilities.  The complaint further highlights concerns regarding the safety of the softball team's practicing area. During inclement weather, the girls must practice inside a gymnasium using an old net, which can cause injuries. In stark contrast, the baseball team's field comes equipped with a press box, sound system, clean bathrooms, and even a United States flag for the pre-game anthem.  Glascock stressed that Title IX prohibits sex-based discrimination in education programs and activities, including athletics. He added that the school district is obligated to provide girls with equal opportunities to participate in sports and to ensure that girls' athletic programs receive the same benefits and opportunities as boys' programs.","Lake Oswego High School in Oregon is facing a Title IX lawsuit alleging that its girls' softball team is discriminating against female players by providing unequal facilities compared to male players on the baseball team. The lawsuit, filed on behalf of 10 softball players, accuses the Lake Oswego School District of denying female students equal access to educational opportunities and facilities.  According to the suit, the softball team's dugouts are surrounded by dirt and have drainage problems, while the baseball team has clean facilities. While the baseball team already has a proper batting facility, the women's baseball team has yet to build one, despite a large donation, so on rainy days, the softball team practices behind the bleachers and the baseball team practices on an artificial turf field on campus.  Attorney Andrew Glasscock of the Glasscock Law Firm, which represents the softball team, said at a press conference that each of the girls signed a lawsuit seeking ""injunctive relief"" and asked the district to immediately correct the discriminatory behavior. Glasscock explained that the girls are not asking for monetary damages, but rather for the district to provide them with equal opportunities to participate in interscholastic athletics, including equal access to facilities. The lawsuit further highlights concerns about the safety of the softball team's practice location. During inclement weather, girls are forced to practice inside the gymnasium using old nets, which can lead to injuries. The baseball team's practice field, on the other hand, is equipped with a press box, sound system, clean restrooms, and even an American flag for the pregame anthem.  Glasscock emphasized that Title IX prohibits discrimination on the basis of sex in education programs and activities, including athletics. He added that school districts have an obligation to provide girls with equal opportunities to participate in sports and to ensure that girls' athletic programs provide the same benefits and opportunities as boys' programs.",KO,3,DeepL
"Lake Oswego High School in Oregon is facing a Title IX lawsuit filed by the girls' softball team, alleging discrimination against female athletes due to unequal facilities compared to their male counterparts in the baseball team. The lawsuit, filed on behalf of the ten softball players, accuses the Lake Oswego School District of denying the girls equal access to educational opportunities and facilities.  According to the complaint, the softball team's dugout is surrounded by dirt and drainage issues, while the baseball team enjoys pristine facilities. The girls' hitting facility has yet to be constructed despite a substantial donation, while the baseball team already has a proper hitting facility. Instead, the softball team practices in the rain behind a set of bleachers, while the baseball team practices on an on-campus artificial turf field.  Attorney Andrew Glascock of the Glascock Law Firm, who represents the softball team, stated during a press conference that each girl signed onto the lawsuit, seeking ""injunctive relief"" and asking the school district to immediately address the discriminatory conduct. Glascock clarified that the girls are not looking for monetary damages but rather for the school district to provide them with equal opportunities to participate in interscholastic athletics, including equal access to facilities.  The complaint further highlights concerns regarding the safety of the softball team's practicing area. During inclement weather, the girls must practice inside a gymnasium using an old net, which can cause injuries. In stark contrast, the baseball team's field comes equipped with a press box, sound system, clean bathrooms, and even a United States flag for the pre-game anthem.  Glascock stressed that Title IX prohibits sex-based discrimination in education programs and activities, including athletics. He added that the school district is obligated to provide girls with equal opportunities to participate in sports and to ensure that girls' athletic programs receive the same benefits and opportunities as boys' programs.","Lake Oswego High School in Oregon is facing a Title IX lawsuit alleging that its girls' softball team discriminates against female athletes by providing unequal facilities compared to male players on the baseball team. The lawsuit, filed on behalf of 10 softball players, accuses the Lake Oswego School District of denying female students equal access to educational opportunities and facilities.  According to the complaint, the softball team's dugouts are surrounded by dirt and have drainage problems, while the baseball team has clean facilities. While the baseball team already has a proper baseball facility, the women's baseball team has yet to build a field, despite many donations, forcing the softball team to practice behind bleachers and the baseball team to practice on the school's artificial turf field when it rains.  Attorney Andrew Glasscock of the Glasscock Law Firm, which represents the softball team, said at a press conference that the girls have signed a lawsuit seeking ""injunctive relief"" and urged the district to immediately correct its discriminatory behavior. Glasscock explained that the girls are not seeking monetary damages, but rather that the district provide them with an equal opportunity to participate in interscholastic athletics, including equal access to facilities. The complaint further highlights concerns about the safety of the softball team's practice location. During inclement weather, girls are forced to practice inside the gymnasium using old nets, which can lead to injuries. The baseball team's practice field, on the other hand, is equipped with a press box, sound system, clean restrooms, and even an American flag for the pregame anthem.  Glasscock emphasized that Title IX prohibits discrimination on the basis of sex in education programs and activities, including athletics. He added that school districts have an obligation to provide girls with equal opportunities to participate in sports and to ensure that girls' athletic programs provide the same benefits and opportunities as boys' programs.",KO,5,DeepL
"Raila Odinga, the opposition leader in Kenya, declared on Tuesday that he would contest the results of the presidential election with all constitutional and legal means possible, after Deputy President William Ruto was announced as the winner. Ruto secured approximately 50.5% of the votes, but the election outcome has been met with claims of irregularities and fraud from Odinga and his supporters.  In a statement, Odinga, a prominent figure in Kenyan politics for over 25 years, described the results as ""null and void."" He demanded that the decisions of the electoral commission be made by consensus, rather than the controversial math used by the commission chairman that gave Ruto more than 100.01% of the votes. The commission's four out of seven members, who did not support the results, claimed that the excess votes could have significantly impacted the election's outcome.  The electoral commission has yet to issue a response to the allegations, and members of Odinga's campaign claimed that the chairman of the commission withheld the election results from the rest of the commission until he declared Ruto the winner. Uhuru Kenyatta, the outgoing president, had earlier supported Odinga instead of his own deputy, Ruto, shocking many Kenyans. Some speculate that Kenyatta played a role in appointing the dissenting commissioners last year as part of a strategy to ensure a favourable election outcome.  Ruto, on the other hand, campaigned on economic differences rather than the ethnic divisions that have long marked Kenya's politics. However, the turnout for the election was surprisingly low, with only 65% of the 56 million registered voters casting their ballots. Ruto's own past includes an indictment by the International Criminal Court for crimes against humanity over his role in the 2007 election violence.","Kenya's opposition leader Raila Odinga vowed to use all available constitutional and legal means to challenge the presidential election results after Deputy President William Ruto was declared the winner on Tuesday. Ruto won around 50.5% of the vote, but Odinga and his supporters are claiming that there were irregularities and fraud in the election results.  In a statement, Odinga, a prominent figure in Kenyan politics for more than 25 years, called the election results ""null and void."" He called for a consensus decision by the electoral commission, rather than a controversial calculation by the commission's chairman that awarded Ruto more than 100.01% of the vote. Four of the seven commissioners did not support this result, arguing that overvotes could have significantly affected the outcome of the election.  The electoral commission has yet to respond to this claim, and members of Odinga's camp have claimed that the remaining commissioners withheld their results until the electoral commission chairman declared Ruto the winner. Outgoing President Uhuru Kenyatta had earlier shocked many Kenyans by endorsing Odinga over his deputy, Ruto. Some have speculated that Kenyatta played a role in appointing the opposition commissioners as part of a strategy to tilt the outcome of last year's election in his favor.  Ruto, on the other hand, campaigned by focusing on economic differences rather than the ethnic divisions that have long characterized Kenyan politics. However, turnout in the election was surprisingly low, with only 65% of the 56 million registered voters casting ballots. Ruto was previously indicted by the International Criminal Court for crimes against humanity for his role in the 2007 election violence.",KO,1,DeepL
"Raila Odinga, the opposition leader in Kenya, declared on Tuesday that he would contest the results of the presidential election with all constitutional and legal means possible, after Deputy President William Ruto was announced as the winner. Ruto secured approximately 50.5% of the votes, but the election outcome has been met with claims of irregularities and fraud from Odinga and his supporters.  In a statement, Odinga, a prominent figure in Kenyan politics for over 25 years, described the results as ""null and void."" He demanded that the decisions of the electoral commission be made by consensus, rather than the controversial math used by the commission chairman that gave Ruto more than 100.01% of the votes. The commission's four out of seven members, who did not support the results, claimed that the excess votes could have significantly impacted the election's outcome.  The electoral commission has yet to issue a response to the allegations, and members of Odinga's campaign claimed that the chairman of the commission withheld the election results from the rest of the commission until he declared Ruto the winner. Uhuru Kenyatta, the outgoing president, had earlier supported Odinga instead of his own deputy, Ruto, shocking many Kenyans. Some speculate that Kenyatta played a role in appointing the dissenting commissioners last year as part of a strategy to ensure a favourable election outcome.  Ruto, on the other hand, campaigned on economic differences rather than the ethnic divisions that have long marked Kenya's politics. However, the turnout for the election was surprisingly low, with only 65% of the 56 million registered voters casting their ballots. Ruto's own past includes an indictment by the International Criminal Court for crimes against humanity over his role in the 2007 election violence.","Kenya's opposition leader Raila Odinga vowed to use all available constitutional and legal means to challenge the presidential election results after Deputy President William Ruto was declared the winner on Tuesday. Ruto won around 50.5% of the vote, but Odinga and his supporters claim that there were irregularities and fraud in the election results.  In a statement, Odinga, a prominent figure in Kenyan politics for more than 25 years, called the election results ""null and void."" He called for a consensus decision by the electoral commission, rather than the commissioner's controversial calculation that gave Ruto more than 100.01% of the vote. Four of the seven commissioners did not support the result, arguing that over-voting could have significantly affected the outcome of the election. The electoral commission has yet to respond to this claim, and Odinga's camp claims that the remaining commissioners withheld the results until the commissioner declared Ruto the winner. Outgoing President Uhuru Kenyatta had previously backed Odinga over his deputy Ruto, shocking many Kenyans, and some have speculated that Kenyatta played a role in appointing the opposition commissioners as part of a strategy to tilt the outcome of last year's election in his favor. Ruto, on the other hand, campaigned by focusing on economic differences rather than the ethnic divisions that have long characterized Kenyan politics, but turnout for the election was surprisingly low, with only 65% of the 56 million eligible voters casting ballots. Ruto is facing charges of crimes against humanity at the International Criminal Court for his role in the 2007 election violence.",KO,3,DeepL
"Raila Odinga, the opposition leader in Kenya, declared on Tuesday that he would contest the results of the presidential election with all constitutional and legal means possible, after Deputy President William Ruto was announced as the winner. Ruto secured approximately 50.5% of the votes, but the election outcome has been met with claims of irregularities and fraud from Odinga and his supporters.  In a statement, Odinga, a prominent figure in Kenyan politics for over 25 years, described the results as ""null and void."" He demanded that the decisions of the electoral commission be made by consensus, rather than the controversial math used by the commission chairman that gave Ruto more than 100.01% of the votes. The commission's four out of seven members, who did not support the results, claimed that the excess votes could have significantly impacted the election's outcome.  The electoral commission has yet to issue a response to the allegations, and members of Odinga's campaign claimed that the chairman of the commission withheld the election results from the rest of the commission until he declared Ruto the winner. Uhuru Kenyatta, the outgoing president, had earlier supported Odinga instead of his own deputy, Ruto, shocking many Kenyans. Some speculate that Kenyatta played a role in appointing the dissenting commissioners last year as part of a strategy to ensure a favourable election outcome.  Ruto, on the other hand, campaigned on economic differences rather than the ethnic divisions that have long marked Kenya's politics. However, the turnout for the election was surprisingly low, with only 65% of the 56 million registered voters casting their ballots. Ruto's own past includes an indictment by the International Criminal Court for crimes against humanity over his role in the 2007 election violence.","Kenyan opposition leader Raila Odinga vowed to use all available constitutional and legal means to challenge the presidential election results after Deputy President William Ruto was announced as the winner on Tuesday. Ruto won around 50.5% of the vote, but Odinga and his supporters claim that there were irregularities and fraud in the election results.  In a statement, Odinga, a prominent figure in Kenyan politics for more than 25 years, called the election results ""null and void."" He called for a consensus decision by the electoral commission, rather than the commission's controversial calculation that gave Ruto more than 100.01% of the vote. Four of the seven commissioners did not support the result, arguing that over-voting may have significantly affected the outcome. The electoral commission has yet to respond to this claim, and Odinga's camp claims that the results were withheld until the remaining commissioners declared Ruto the winner. Outgoing President Uhuru Kenyatta had previously endorsed Odinga over Ruto, shocking many Kenyans, and some have speculated that Kenyatta played a role in appointing the opposition commissioners as part of a strategy to tilt last year's election results in his favor. Ruto, on the other hand, campaigned by focusing on economic differences rather than the ethnic divisions that have long characterized Kenyan politics, but performed surprisingly poorly in the election, with only 65% of the country's 56 million eligible voters turning out to cast ballots. Ruto was indicted by the International Criminal Court for crimes against humanity for his role in the 2007 election violence.",KO,5,DeepL
"Yerevan, Armenia - In a surprising turn of events, the ruling Armenian Republican Party has announced its support for Nikol Pashinyan to become the country's next prime minister. Pashinyan, the only opposition candidate, had previously been rejected by parliament during a vote in April.  The Republican Party’s decision comes after mass protests led by Pashinyan and his supporters, which have brought the streets of Yerevan to a standstill. Tens of thousands of people have been blocking roads and government buildings, demonstrating against the ruling elite and calling for the resignation of Prime Minister Serzh Sargsyan, who has been in power since 2014.  Sargsyan, a former president who had assumed the prime minister role after constitutional amendments in 2015, faced widespread criticism for trying to extend his tenure and consolidate power. His tenure was marked by economic stagnation, high unemployment, and a decline in living standards, forcing many Armenians to take to the streets in protest.  Pashinyan, a former journalist, has spent the last two years in jail following the disputed elections in 2008, during which he had been a key figure in organizing protests against election fraud. His supporters argue that the ruling elite has lost popular support and should step aside, paving the way for new leadership. However, others see Pashinyan as a demagogue trying to overthrow democratically-elected leaders.  The Republican Party’s endorsement of Pashinyan was a significant turn for the party, which had previously rejected his bid to become prime minister. The development marks the first time a major political force has publicly embraced Pashinyan's cause, increasing the likelihood of his election as prime minister in the upcoming parliamentary vote scheduled for May 8.  The decision to endorse Pashinyan represents a significant shift in political dynamics in Armenia.","YEREVAN, Armenia - In a stunning reversal, the ruling Armenian Republican Party has announced its endorsement of Nikol Pashinyan as the country's next prime minister. Pashinyan, the only opposition candidate, had been voted down by parliament in April.  The Republican Party's decision comes after massive protests led by Pashinyan and his supporters brought the streets of Yerevan to a standstill. Tens of thousands of people have blocked roads and government buildings to demonstrate against the ruling elite, calling for the resignation of Prime Minister Serzh Sargsyan, who has been in power since 2014.  Sargsyan, a former president who took over as prime minister after the 2015 constitutional reforms, has faced widespread criticism for seeking to extend his term and consolidate power. During his tenure, a stagnant economy, high unemployment, and declining living standards have driven many Armenians to take to the streets to protest.  Pashinyan, a former journalist, has spent the past two years in prison since the fraudulent 2008 election, during which time he has played a key role in organizing protests against election irregularities. His supporters argue that the ruling elite has lost popular support and must step down to pave the way for new leadership. Others, however, see Pashinyan as a demagogue who seeks to overthrow democratically elected leaders.  The Republican Party's endorsement of Pashinyan marks a significant turning point for the party, which had previously rejected his nomination for prime minister. This is the first time a major political force has openly embraced Pashinyan's cause, increasing the likelihood that he will be elected prime minister in a parliamentary vote scheduled for May 8th.  The decision to endorse Pashinyan signals a significant shift in Armenia's political dynamics.",KO,1,DeepL
"Yerevan, Armenia - In a surprising turn of events, the ruling Armenian Republican Party has announced its support for Nikol Pashinyan to become the country's next prime minister. Pashinyan, the only opposition candidate, had previously been rejected by parliament during a vote in April.  The Republican Party’s decision comes after mass protests led by Pashinyan and his supporters, which have brought the streets of Yerevan to a standstill. Tens of thousands of people have been blocking roads and government buildings, demonstrating against the ruling elite and calling for the resignation of Prime Minister Serzh Sargsyan, who has been in power since 2014.  Sargsyan, a former president who had assumed the prime minister role after constitutional amendments in 2015, faced widespread criticism for trying to extend his tenure and consolidate power. His tenure was marked by economic stagnation, high unemployment, and a decline in living standards, forcing many Armenians to take to the streets in protest.  Pashinyan, a former journalist, has spent the last two years in jail following the disputed elections in 2008, during which he had been a key figure in organizing protests against election fraud. His supporters argue that the ruling elite has lost popular support and should step aside, paving the way for new leadership. However, others see Pashinyan as a demagogue trying to overthrow democratically-elected leaders.  The Republican Party’s endorsement of Pashinyan was a significant turn for the party, which had previously rejected his bid to become prime minister. The development marks the first time a major political force has publicly embraced Pashinyan's cause, increasing the likelihood of his election as prime minister in the upcoming parliamentary vote scheduled for May 8.  The decision to endorse Pashinyan represents a significant shift in political dynamics in Armenia.","YEREVAN, Armenia - In a stunning reversal, the ruling Armenian Republican Party has announced its endorsement of Nikol Pashinyan as the country's next prime minister. Pashinyan, the only opposition candidate, had been rejected by parliament in April.  The Republican Party's decision comes after massive protests led by Pashinyan and his supporters brought the streets of Yerevan to a standstill, with tens of thousands of people blocking roads and government buildings to demonstrate against the ruling elite and call for the resignation of Prime Minister Serzh Sargsyan, who has been in power since 2014.  Sargsyan, who has been prime minister since the 2015 constitutional reforms, has faced widespread criticism for seeking to extend his term and consolidate power. During his tenure, a stagnant economy, high unemployment and falling living standards have driven many Armenians to take to the streets in protest.  Pashinyan, a former journalist, has been imprisoned for the past two years on charges of fraudulent elections in 2008, during which time he has played a key role in organizing protests against electoral irregularities. His supporters argue that the ruling elite has lost popular support and must step down to pave the way for new leadership. Others, however, see Pashinyan as a demagogue who seeks to overthrow democratically elected leaders.  The Republican Party's endorsement of Pashinyan marks a significant turning point for the party, which previously rejected his nomination as prime minister. It is the first time a major political force has publicly embraced Pashinyan's cause, increasing the likelihood that he will be elected prime minister in a parliamentary vote scheduled for May 8th.  The decision to endorse Pashinyan signals a significant shift in Armenia's political dynamics.",KO,3,DeepL
"Yerevan, Armenia - In a surprising turn of events, the ruling Armenian Republican Party has announced its support for Nikol Pashinyan to become the country's next prime minister. Pashinyan, the only opposition candidate, had previously been rejected by parliament during a vote in April.  The Republican Party’s decision comes after mass protests led by Pashinyan and his supporters, which have brought the streets of Yerevan to a standstill. Tens of thousands of people have been blocking roads and government buildings, demonstrating against the ruling elite and calling for the resignation of Prime Minister Serzh Sargsyan, who has been in power since 2014.  Sargsyan, a former president who had assumed the prime minister role after constitutional amendments in 2015, faced widespread criticism for trying to extend his tenure and consolidate power. His tenure was marked by economic stagnation, high unemployment, and a decline in living standards, forcing many Armenians to take to the streets in protest.  Pashinyan, a former journalist, has spent the last two years in jail following the disputed elections in 2008, during which he had been a key figure in organizing protests against election fraud. His supporters argue that the ruling elite has lost popular support and should step aside, paving the way for new leadership. However, others see Pashinyan as a demagogue trying to overthrow democratically-elected leaders.  The Republican Party’s endorsement of Pashinyan was a significant turn for the party, which had previously rejected his bid to become prime minister. The development marks the first time a major political force has publicly embraced Pashinyan's cause, increasing the likelihood of his election as prime minister in the upcoming parliamentary vote scheduled for May 8.  The decision to endorse Pashinyan represents a significant shift in political dynamics in Armenia.","YEREVAN, Armenia - In a stunning reversal, the ruling Armenian Republican Party has announced its endorsement of Nikol Pashinyan as the country's next prime minister. Pashinyan, the only opposition candidate, had been rejected by parliament in April.  The Republican Party's decision comes after massive protests led by Pashinyan and his supporters brought Yerevan's streets to a standstill, with tens of thousands of people blocking roads and government buildings to demonstrate against the ruling elite and call for the resignation of Prime Minister Serzh Sargsyan, who has been in power since 2014.  Sargsyan, who took over as prime minister after the 2015 constitutional reforms, is a former president who has faced widespread criticism for seeking to extend his term and consolidate power. During his tenure, a stagnant economy, high unemployment, and falling living standards have driven many Armenians to take to the streets in protest.  Pashinyan, a former journalist, has been imprisoned for the past two years on charges of fraud in the 2008 election, during which time he has played a key role in organizing protests against election irregularities. His supporters argue that the ruling elite has lost popular support and must step down to pave the way for new leadership. However, others see Pashinyan as a demagogue who seeks to overthrow democratically elected leaders.  The Republican Party's endorsement of Pashinian marks a significant turning point for the party, which previously rejected his nomination as prime minister. It is the first time a major political force has publicly embraced Pashinian's cause, increasing the likelihood that he will be elected prime minister in a parliamentary vote scheduled for May 8th.  The decision to endorse Pashinyan signals a significant shift in Armenia's political dynamics.",KO,5,DeepL
